"","Stock Name","Jurisdiction","FMP","Science Center","Regional Ecosystem","FSSI Stock?","ITIS Taxon Serial Number","Scientific Name","Common Name","Stock Area","Assessment Year","Assessment Month","Last Data Year","Update Type","Review Result","Assessment Model","Model Version","Lead Lab","Citation","Final Assessment Report 1","Final Assessment Report 2","Point of Contact","Life History Data","Abundance Data","Catch Data","Assessment Level","Assessment Frequency","Assessment Type","Model Category","Catch Input Data","Abundance Input Data","Biological Input Data","Ecosystem Linkage","Composition Input Data","F Year","Estimated F","F Unit","F Basis","Flimit","Flimit Basis","Fmsy","Fmsy Basis","F/Flimit","F/Fmsy","Ftarget","Ftarget Basis","F/Ftarget","B Year","Estimated B","B Unit","B Basis","Blimit","Blimit Basis","Bmsy","Bmsy Basis","B/Blimit","B/Bmsy","MSY","MSY Unit"
"1431","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2015,2,2014,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC","Review of 2014 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2015 Ocean Salmon Fisheries","REVIEW OF 2014 OCEAN SALMON FISHERIES","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2014 Ocean Salmon Fishery Regulations","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2014,17612,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2014,25489,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1432","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2016,2,2015,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC","Review of 2015 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2014 Ocean Salmon Fisheries","REVIEW OF 2015 OCEAN SALMON FISHERIES","PRESEASON REPORT I STOCK ABUNDANCE ANALYSIS AND ENVIRONMENTAL ASSESSMENT PART 1 FOR 2016 OCEAN SALMON FISHERY REGULATIONS","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2015,22507,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2015,31342,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1433","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2017,2,2016,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC","http://www.pcouncil.org/wp-content/uploads/2017/03/2017_Preseason_Report_I_03MAR17_final2.pdf","Review of 2016 Ocean Salmon Fisheries","Salmon Preseason Report 1 2017","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2016,13675,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2016,25406,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1434","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Lower River Hatchery Spring",2018,4,2017,"Full Update","Full acceptance","Index Method","Escapement Index","NWFSC","Review of 2017 Ocean Salmon Fisheries; Preseason Report III for 2018; www.pcouncil.org","REVIEW OF 2017 OCEAN SALMON FISHERIES","PRESEASON REPORT I: STOCK ABUNDANCE ANALYSIS AND ENVIRONMENTAL ASSESSMENT PART 1","Robert Kope",3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,2017,8281,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2017,16064,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1435","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2005,2,2004,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2004 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Review of 2004 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Robert Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2004,28000,"Adult Fish","Total Catch",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,5700,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1436","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2006,2,2005,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2005 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Review of 2005 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Robert Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2005,33861,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2005,22196,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1437","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2007,2,2006,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2006 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Review of 2006 Ocean Salmon Fisheries","Robert Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2006,36183,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2006,20000,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1438","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2008,2,2007,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2007 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Review of 2007 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Robert Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2007,18620,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2007,7570,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1439","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2009,2,2008,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2008 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2009 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2009 Ocean Salmon Fisheries","Review of 2008 Ocean Salmon Fisheries","Robert Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2008,21880,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2008,19690,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1440","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2010,2,2009,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2009 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2010 Ocean Salmon Fisheries","Review of 2009 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2010 Ocean Salmon Fisheries","Robert Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2009,29000,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2009,18000,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1441","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2011,2,2010,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2010 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2011 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2011 Ocean Salmon Fisheries","Review of 2010 Ocean Salmon Fisheries","Robert Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2010,33681,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2010,18631,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1442","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2012,2,2011,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC","Review of 2011 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2012 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2012 Ocean Salmon Fisheries","Review of 2011 Ocean Salmon Fisheries","Rober Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2011,34464,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2011,20657,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1443","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2013,2,2012,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC","Review of 2012 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2013 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2013 Ocean Salmon Fisheries","Review of 2012 Ocean Salmon Fisheries","Rober Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2012,34140,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2012,20270,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1444","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2014,2,2013,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC","Review of 2013 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2014 Ocean Salmon Fisheries","Review of 2013 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2014 Ocean Salmon Fishery Regulations","Rober Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2013,68000,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2013,43946,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1445","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2015,2,2014,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC","Review of 2014 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2015 Ocean Salmon Fisheries","REVIEW OF 2014 OCEAN SALMON FISHERIES","Preseason Report I - Stock Abundance Analysis and Environmental Assessment Part 1 for 2014 Ocean Salmon Fishery Regulations","Rober Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2014,165310,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2014,106760,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1446","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2016,2,2015,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC","Review of 2015 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2014 Ocean Salmon Fisheries","REVIEW OF 2015 OCEAN SALMON FISHERIES","PRESEASON REPORT I STOCK ABUNDANCE ANALYSIS AND ENVIRONMENTAL ASSESSMENT PART 1 FOR 2016 OCEAN SALMON FISHERY REGULATIONS","Rober Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2015,77370,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2015,49710,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1447","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2017,2,2016,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC","http://www.pcouncil.org/wp-content/uploads/2017/03/2017_Preseason_Report_I_03MAR17_final2.pdf","Review of 2016 Ocean Salmon Fisheries","Salmon Preseason Report 1 2017","Rober Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2016,52270,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2016,6810,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1448","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: Mid-River Bright Hatchery Fall",2018,4,2017,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC","Review of 2017 Ocean Salmon Fisheries; Preseason Report III for 2018; www.pcouncil.org","REVIEW OF 2017 OCEAN SALMON FISHERIES","PRESEASON REPORT I: STOCK ABUNDANCE ANALYSIS AND ENVIRONMENTAL ASSESSMENT PART 1","Rober Kope",3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,2017,18779,"Adult Fish","Total Catch",NA,"MFMT not applicable to hatchery stocks",NA,"MFMT not applicable to hatchery stocks",NA,NA,NA,NA,NA,2017,10939,"Adult Spawners - Hatchery","Escapement",NA,"Smsy not applicable to hatchery stocks",NA,"Smsy not applicable to hatchery stocks",NA,NA,NA,NA
"1449","Chinook salmon - Columbia River Basin: North Lewis River Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: North Lewis River Fall",2005,2,2004,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2004 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2005 Ocean Salmon Fisheries","Review of 2004 Ocean Salmon Fisheries","Robert Kope",3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,2004,11600,"Adult Fish","Total Catch",NA,"Undefined - ESA Listed",NA,"Undefined - ESA Listed",NA,NA,NA,NA,NA,2004,17100,"Adult Spawners - Natural","Escapement",NA,"Undefined - ESA Listed",5700,"Smsy Escapement Goal",NA,3,NA,NA
"1450","Chinook salmon - Columbia River Basin: North Lewis River Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: North Lewis River Fall",2006,2,2005,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2005 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2006 Ocean Salmon Fisheries","Robert Kope",3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,2005,4580,"Adult Fish","Total Catch",NA,"Undefined - ESA Listed",NA,"Undefined - ESA Listed",NA,NA,NA,NA,NA,2005,16740,"Adult Spawners - Natural","Escapement",NA,"Undefined - ESA Listed",5700,"Smsy Escapement Goal",NA,2.93700003623962,NA,NA
"1451","Chinook salmon - Columbia River Basin: North Lewis River Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: North Lewis River Fall",2007,2,2006,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2006 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2007 Ocean Salmon Fisheries","Review of 2006 Ocean Salmon Fisheries","Robert Kope",3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,2006,2625,"Adult Fish","Total Catch",NA,"Undefined - ESA Listed",NA,"Undefined - ESA Listed",NA,NA,NA,NA,NA,2006,12010,"Adult Spawners - Natural","Escapement",NA,"Undefined - ESA Listed",5700,"Smsy Escapement Goal",NA,2.10700011253357,NA,NA
"1452","Chinook salmon - Columbia River Basin: North Lewis River Fall","PFMC","Pacific Coast Salmon","NWFSC / SWFSC","California Current","N",161980,"Oncorhynchus tshawytscha","Chinook salmon","Columbia River Basin: North Lewis River Fall",2008,2,2007,"Full Update","Full acceptance","Cohort Analysis","N/A","NWFSC / SWFSC","Review of 2007 Ocean Salmon Fisheries; Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Review of 2007 Ocean Salmon Fisheries","Preseason Report I - Stock Abundance Analysis for 2008 Ocean Salmon Fisheries","Robert Kope",3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,2007,1640,"Adult Fish","Total Catch",NA,"Undefined - ESA Listed",NA,"Undefined - ESA Listed",NA,NA,NA,NA,NA,2007,8410,"Adult Spawners - Natural","Escapement",NA,"Undefined - ESA Listed",5700,"Smsy Escapement Goal",NA,1.47500002384186,NA,NA
